university,humanities,conference,research,banana
phil.txt,0.005250875145857643,0.01575262543757293,0.027421236872812137,0.0029171528588098016,0.0
theo.txt,0.0,0.0054525627044711015,0.006543075245365322,0.0016357688113413304,0.0
grcv.txt,0.016660075143365632,0.014385999604508601,0.008601937907850504,0.006130116669962428,0.0
